#ttest between late and early programs
#ttest p value: 4.07384432614e-13
#gene, fold_change
Slc4a1	6.35232609129
Tmem184a	8.8390606376
Epb4.9	10.1752476682
Alas2	6.7874725755
Fam132b	7.28749056934
Csf2rb2	4.0599100802
2310046K01Rik	33.7835515282
Ypel4	10.0804502529
Ypel3	2.8179952358
Arhgap23	2.40241246584
B230312A22Rik	3.23328195897
Tmcc2	2.47015346588
Hbb-y	2.08842358129
Pdia2	3.96151057227
Csf2rb	2.05641584338
Ache	2.33338334282
Btg2	2.82939263489
Cox6b2	2.92003063027
Mir546	3.46840630137
Kalrn	6.32749485467
Abcb10	2.06941395475
Slc38a5	7.49321049637
Rragd	8.77674146264
Evi5l	2.53865599566
Dnajb2	3.083387818
Slc6a9	3.47988816258
Tmem120b	3.53906227795
Arhgdig	2.1180072171
Itga7	17.6224592512
Cldn13	3.32923339783
Slc25a37	2.39182359136
Abhd4	2.76887273434
Rab3il1	5.65987902947
Ppp2r5b	2.57754654447
Fam46c	2.23625032744
Cdc25b	2.31207393212
Dyrk1b	2.05880176242
Dhrs11	2.47578075339
Srxn1	4.02011442066
Mboat2	2.15846035128
Map1lc3a	2.51908500937
Btn1a1	3.06159606905
Fn3k	15.1595065695
Mdk	2.97327835805
Tubb1	19.9626271135
Slc46a3	2.67299717092
Cpne9	10.941732092
Crat	2.26135274233
Matn1	7.62326409126
Wsb2	2.07555353738
Uba7	2.05993710159
Tmem150a	3.68886459608
Calcoco1	2.13722149823
Dhrs3	8.24127681476
Ypel2	3.58974232375
Abcb9	6.85784305724
Hmox1	2.47135792666
Rgs11	2.19459290526
1810058I24Rik	2.24832351957
Pfkfb4	3.6459216752
Shf	3.83051447419
Ypel5	2.43229236475
Tnfrsf13c	10.3089987247
Wbscr27	3.17205182337
Padi3	2.83356522083
Trp53inp1	3.05382053449
Snca	2.10530887516
Kcnh2	3.47388333381
Numbl	2.4186167195
C2cd2l	2.17592736872
Tmem88b	15.1711641404
Ctsf	21.5316062954
Mir486	2.3212187606
Mxi1	2.28802121404
Hyal1	9.22947948999
Ube2h	2.33484327209
Elf1	2.14922217989
March8	2.08484725184
Dusp8	13.425469266
Nudt18	2.33468562767
Tsc22d1	2.51708103787
Capn5	14.1023875938
Tcp11l1	3.92542150714
Trp53inp2	3.90847972231
Creb3l3	19.914287524
Cpeb2	3.29984752528
Slc30a1	2.1860452359
Rcn3	4.27395993484
Me1	2.18403402022
Crlf1	14.8966431457
Slc16a10	2.17320999255
Vps37a	2.19790404913
Tbx6	6.18472569857
Tubb3	10.1872583299
Gstt2	2.27677968364
Rgs12	2.8583623233
1600014C23Rik	2.96032848619
Gm16515	2.1893432491
Dstyk	2.46600081989
Rit1	2.03782595778
Gdpd1	3.23961642776
Slc26a11	2.90361158148
Fam57b	9.22293946583
Usp49	2.15037210396
Gipr	2.21454534042
Pxmp4	2.02860503847
Fam63b	2.2177668753
Tulp2	3.10937190984
Lgr4	2.60988677977
Fbxo44	3.09437593436
Sema6c	5.75199899813
Fhdc1	3.37460697721
